"EPCI","LIBEPCI","NATURE_EPCI"
"240200493","CC du Pays du Vermandois","CC"
"240200501","CC du Val de l'Aisne","CC"
"240200519","CC du Canton d'Oulchy le Château","CC"
"240200527","CC du Canton de Saint Simon (C32S)","CC"
"240200550","CC du Canton de Condé en Brie","CC"
"240200568","CC de l'Ourcq et du Clignon","CC"
"240200576","CC de la Champagne Picarde","CC"
"240200584","CC du Canton de Charly sur Marne","CC"
"240200592","CC du Chemin des Dames","CC"
"240200600","CC du Pays des Trois Rivières","CC"
"240200618","CC de la Région de Château Thierry","CC"
"240200626","CC du Tardenois","CC"
"240200634","CC des Portes de la Thiérache","CC"
"240200642","CC du Val de l'Ailette","CC"
"240200659","CC des Vallons d'Anizy","CC"
"240200683","CC Chauny Tergnier","CC"
"240200691","CC Villers-Cotterêts - Forêt de Retz","CC"
"240300418","CC de la Montagne Bourbonnaise","CC"
"240300426","CA Vichy Val d'Allier","CA"
"240300491","CC du Pays de Lapalisse","CC"
"240300533","CC du Bassin de Gannat","CC"
"240300558","CC du Pays de Tronçais","CC"
"240300566","CC du Val de Cher","CC"
"240300582","CC Commentry-Néris les Bains","CC"
"240300590","CC de la Région de Montmarault","CC"
"240300608","CA Montluçonnaise","CA"
"240300616","CA de Moulins","CA"
"240300624","CC du Pays de Marcillat en Combraille","CC"
"240300640","CC Val de Besbre - Sologne Bourbonnaise","CC"
"240300657","CC du Pays d'Huriel","CC"
"240300673","CC le Donjon - Val Libre","CC"
"240300681","CC Sioule, Colettes et Bouble","CC"
"240300699","CC en Pays Saint-Pourcinois","CC"
"240300707","CC Varennes-Forterre","CC"
"240300715","CC Bocage sud","CC"
"240300723","CC du Pays de Lévis en Bocage bourbonnais","CC"
"240300731","CC en Bocage Bourbonnais","CC"
"240300756","CC du Pays de Chevagnes en Sologne Bourbonnaise","CC"
"240400010","CC du Teillon","CC"
"240400135","CC du Pays de Seyne","CC"
"240400275","CC Ubaye/Serre-Ponçon","CC"
"240400283","CC du Sisteronais","CC"
"240400291","CC de la Moyenne-Durance","CC"
"240400366","CC de Haute-Provence","CC"
"240400374","CC Vallée de l'Ubaye","CC"
"240400382","CC du Moyen-Verdon","CC"
"240400408","CC des Duyes et Bléone","CC"
"240400440","CC Pays Forcalquier et Montagne de Lure","CC"
"240400481","CC de la Vallée du Jabron","CC"
"240400499","CC du Pays de Banon","CC"
"240400507","CC de Haute-Bléone","CC"
"240400515","CC du Haut-Verdon Val d'Allos","CC"
"240400523","CC Terres de Lumière","CC"
"240400531","CC Lure Vançon Durance","CC"
"240500181","CC du Haut-Buëch","CC"
"240500199","CC Buëch Dévoluy","CC"
"240500215","CC du Champsaur","CC"
"240500223","CC du Queyras","CC"
"240500314","CC de Tallard-Barcillonnette","CC"
"240500322","CC du Canton de Ribiers Val de Méouge","CC"
"240500330","CC du Haut-Champsaur","CC"
"240500348","CC du Valgaudemar","CC"
"240500363","CC de l'Embrunais","CC"
"240500389","CC du Laragnais","CC"
"240500397","CC du Serrois","CC"
"240500413","CC Interdépartementale des Baronnies","CC"
"240500421","CC du Pays de Serre-Ponçon","CC"
"240500439","CC du Briançonnais","CC"
"240500447","CC de la Vallée de l'Oule","CC"
"240500454","CC du Savinois Serre-Ponçon","CC"
"240500462","CC du Pays des Ecrins","CC"
"240500470","CC de la Vallée de l'Avance","CC"
"240500488","CC du Guillestrois","CC"
"240600551","CA de la Riviera Française","CA"
"240600585","CA de Sophia Antipolis","CA"
"240600593","CC du Pays des Paillons","CC"
"240700302","CC du Pays Beaume-Drobie","CC"
"240700310","CC Pays d'Aubenas-Vals","CC"
"240700617","CC Val de Ligne","CC"
"240700674","CC du Vinobre","CC"
"240700708","CC Rhône Helvie","CC"
"240700716","CC du Val d'Ay","CC"
"240700757","CC Vivarhône","CC"
"240700815","CC Berg et Coiron","CC"
"240700831","CC Barres Coiron","CC"
"240700849","CC du Pays de St-Félicien","CC"
"240700864","CC du Rhône aux Gorges de l'Ardèche","CC"
"240800821","CC Ardenne, Rives de Meuse","CC"
"240800847","CC des Trois Cantons","CC"
"240800862","CC des Crêtes Préardennaises","CC"
"240800920","CC de l'Argonne Ardennaise","CC"
"240800946","CC Meuse et Semoy","CC"
"240900266","CC des Vallées d'Ax","CC"
"240900316","CC d'Auzat et du Vicdessos","CC"
"240900324","CC de l'Agglomération de St-Girons","CC"
"240900332","CC du Canton de Varilhes","CC"
"240900357","CC du Canton d'Oust","CC"
"240900373","CC du Canton de Massat","CC"
"240900381","CC du Pays de Foix","CC"
"240900407","CC du Pays de Pamiers","CC"
"240900415","CC de Saverdun","CC"
"240900423","CC du Seronnais 117","CC"
"240900431","CC du Pays de Tarascon","CC"
"240900464","CC du Pays d'Olmes","CC"
"240900472","CC du Castillonais","CC"
"240900480","CC du Bas Couserans","CC"
"240900498","CC du Val' Couserans","CC"
"240900506","CC du Volvestre Ariégeois","CC"
"240900522","CC de Lèze","CC"
"240900530","CC de l'Arize","CC"
"240900555","CC du Donezan","CC"
"241000223","CC Forêts, Lacs, Terres en Champagne","CC"
"241000256","CC de Ramerupt","CC"
"241000264","CC de la Région des Riceys","CC"
"241000280","CC Seine Fontaine Beauregard","CC"
"241000363","CC de la Région d'Arcis-sur-Aube","CC"
"241000371","CC de Plancy-l'Abbaye","CC"
"241000389","CC de Soulaines","CC"
"241000397","CA Grand Troyes","CA"
"241000405","CC de la Région de Bar sur Aube","CC"
"241000413","CC Seine Melda Coteaux","CC"
"241000439","CC des Portes du Pays d'Othe","CC"
"241000447","CC du Pays d'Othe Aixois","CC"
"241000454","CC du Val d'Armance","CC"
"241000462","CC du Chaourcois","CC"
"241000470","CC de l'Arce et de l'Ource","CC"
"241000488","CC de l'Orvin et de l'Ardusson","CC"
"241000496","CC des Rivières","CC"
"241100353","CC Piémont d'Alaric","CC"
"241100429","CC du Pays de Couiza","CC"
"241100593","CA Le Grand Narbonne","CA"
"241200054","CC d'Entraygues sur Truyère","CC"
"241200187","CA du Grand Rodez","CA"
"241200542","CC du Réquistanais","CC"
"241200567","CC de Millau Grands Causses","CC"
"241200583","CC du Bas Ségala","CC"
"241200591","CC de la Vallée du Lot","CC"
"241200609","CC du Canton de Laissac","CC"
"241200617","CC du Carladez","CC"
"241200625","CC du Pays Rignacois","CC"
"241200633","CC du Villefranchois","CC"
"241200641","CC Conques-Marcillac","CC"
"241200658","CC du Pays de Salars","CC"
"241200666","CC de Séverac le Château","CC"
"241200674","CC du Plateau de Montbazens","CC"
"241200690","CC du Pays Baraquevillois","CC"
"241200716","CC des Pays d'Olt et d'Aubrac","CC"
"241200724","CC du Bassin de Decazeville Aubin","CC"
"241200732","CC du Canton de Najac","CC"
"241200765","CC de Lévézou Pareloup","CC"
"241200773","CC d'Estaing","CC"
"241200781","CC de Viaur Céor Lagast","CC"
"241200799","CC du Naucellois","CC"
"241200807","CC Aveyron Ségala Viaur","CC"
"241200815","CC de Bozouls Comtal","CC"
"241200823","CC du Saint Affricain","CC"
"241200831","CC du Pays Saint Serninois","CC"
"241200849","CC Lot et Serre","CC"
"241200856","CC du Rougier de Camarès","CC"
"241200864","CC de l'Argence","CC"
"241200872","CC des Sept Vallons","CC"
"241200880","CC du Pays Belmontais","CC"
"241200906","CC Larzac et Vallées","CC"
"241200914","CC de la Muse et des Raspes du Tarn","CC"
"241300177","SAN Ouest Provence","SAN"
"241300201","CA Salon Etang de Berre Durance (Agglopole Provence)","CA"
"241300268","CA du Pays d'Aubagne et de l'Etoile (CAPAE)","CA"
"241300276","CA du Pays d'Aix en Provence (CAPA)","CA"
"241300375","CC de la Vallée des Baux et des Alpilles (CC VBA)","CC"
"241300391","CU de Marseille Provence Métropole (MPM)","CU"
"241300409","CA du Pays de Martigues","CA"
"241300417","CA d'Arles-Crau-Camargue-Montagnette","CA"
"241400381","CC de Vire","CC"
"241400415","CC Coeur Côte Fleurie","CC"
"241400514","CC du Pays de Falaise","CC"
"241400522","CC du Canton de Vassy","CC"
"241400548","CC d'ORIVAL","CC"
"241400555","CC de Bayeux Intercom","CC"
"241400613","CC Intercom Balleroy-le Molay Littry","CC"
"241400621","CC de la Suisse Normande","CC"
"241400639","CC Campagne et Baie de l'Orne (CABALOR)","CC"
"241400647","CC du Cingal","CC"
"241400662","CC du Val de Seulles","CC"
"241400670","CC de Trévières","CC"
"241400688","CC Plaine Sud de Caen","CC"
"241400696","CC Entre Thue et Mue","CC"
"241400704","CC de Bény Bocage","CC"
"241400712","CC Pays de Condé et de la Druance","CC"
"241400720","CC Isigny-Grandcamp-Intercom","CC"
"241400738","CC du Pays de Livarot","CC"
"241400746","CC Evrecy Orne-Odon","CC"
"241400753","CC Intercom Séverine","CC"
"241400761","CC de Cambremer","CC"
"241400779","CC de la Vallée d'Auge","CC"
"241400787","CC Bessin Seulles Mer (B.S.M.)","CC"
"241400795","CC des Trois Rivières","CC"
"241400811","CC de l'Estuaire de la Dives","CC"
"241400829","CC Entre Bois et Marais","CC"
"241400837","CC du Val ès Dunes","CC"
"241400845","CC Copadoz","CC"
"241400860","CC Coeur de Nacre","CC"
"241400878","CC Blangy-Pont l'Evêque Intercom","CC"
"241400886","CC du Pays de Honfleur","CC"
"241400894","CC Aunay Caumont Intercom","CC"
"241400902","CC Villers Bocage Intercom","CC"
"241400910","CC du Pays de l'Orbiquet","CC"
"241500230","CA du Bassin d'Aurillac","CA"
"241500248","CC du Pays de Massiac","CC"
"241500255","CC du Pays Gentiane","CC"
"241500271","CC du Pays de Mauriac","CC"
"241500289","CC du Pays de Montsalvy","CC"
"241500917","CC du Pays de Maurs","CC"
"241501014","CC du Pays de Pierrefort-Neuvéglise","CC"
"241501022","CC du Cézallier","CC"
"241501048","CC Cère et Rance en Châtaigneraie","CC"
"241501055","CC Sumène - Artense","CC"
"241501063","CC du Pays de Murat","CC"
"241501071","CC de la Planèze","CC"
"241501089","CC Cère et Goul en Carladès","CC"
"241501097","CC Caldaguès Aubrac","CC"
"241501139","CC du Pays de Salers","CC"
"241600253","CA du Grand Angoulême (GrandAngoulême)","CA"
"241600303","CC du Rouillacais","CC"
"241600329","CC Braconne et Charente","CC"
"241600345","CC Grand Cognac","CC"
"241600352","CC de la Boixe","CC"
"241600360","CC d'Horte et Lavalette","CC"
"241600378","CC du Pays d'Aigre","CC"
"241600394","CC de la Vallée de l'Echelle","CC"
"241600410","CC du Confolentais","CC"
"241600436","CC du Pays Manslois","CC"
"241600469","CC Charente Boëme Charraud","CC"
"241600493","CC de Grande Champagne","CC"
"241600519","CC de la Région de Châteauneuf","CC"
"241600527","CC Bandiat-Tardoire","CC"
"241600543","CC de Jarnac","CC"
"241600568","CC de Haute Charente","CC"
"241700434","CA de La Rochelle","CA"
"241700459","CC de l'Ile de Ré","CC"
"241700517","CC Charente-Arnoult-Coeur de Saintonge","CC"
"241700624","CC de l'Ile d'Oléron","CC"
"241700632","CC du Canton de Gémozac et de la Saintonge Viticole","CC"
"241700640","CA Royan Atlantique","CA"
"241700699","CC du Bassin de Marennes","CC"
"241800234","CC en Terres Vives","CC"
"241800325","CC les Villages de la Forêt","CC"
"241800341","CC les Vals de Cher et d'Arnon","CC"
"241800374","CC la Septaine","CC"
"241800424","CC le Dunois","CC"
"241800432","CC les Trois Provinces","CC"
"241800440","CC les Hautes Terres en Haut Berry","CC"
"241800457","CC Fercher Pays Florentais","CC"
"241800465","CC les Terroirs d'Angillon","CC"
"241800507","CA Bourges Plus","CA"
"241800523","CC les Terres d'Yèvre","CC"
"241800531","CC Coeur du Pays Fort","CC"
"241900133","CC de Ventadour","CC"
"241927201","CA Tulle Agglo","CA"
"241927235","CC du pays de Pompadour","CC"
"241927243","CC du Pays d'Uzerche","CC"
"241927268","CC du Doustre et du Plateau des Etangs","CC"
"241927284","CC de Bugeat-Sornac-Millevaches au Coeur","CC"
"241927292","CC du Pays d'Eygurande","CC"
"241927318","CC de Lubersac-Auvézère","CC"
"241927334","CC des Gorges de la Haute-Dordogne","CC"
"241927359","CC du Pays de Beynat","CC"
"241927367","CC du Pays d'Argentat","CC"
"241927375","CC de Vézère-Monédières","CC"
"241927383","CC du Sud Corrézien (sud co)","CC"
"241927391","CC des Villages du Midi Corrézien","CC"
"241927417","CC Ussel-Meymac, Haute-Corrèze","CC"
"241927425","CC des Monédières","CC"
"242000354","CA de Bastia","CA"
"242000495","CC de l'Alta Rocca","CC"
"242000503","CC de la Haute Vallée de la Gravona","CC"
"242010015","CC du Taravu","CC"
"242010056","CA du Pays Ajaccien","CA"
"242010072","CC de la Vallée du Prunelli","CC"
"242010098","CC de la Côte des Nacres","CC"
"242010130","CC du Sartenais Valinco","CC"
"242020071","CC du Centre Corse","CC"
"242020097","CC de la Casinca","CC"
"242020105","CC de Calvi Balagne","CC"
"242020113","CC du Bassin de Vie de l'Ile Rousse","CC"
"242020121","CC di E Cinque Piève di Balagna","CC"
"242020139","CC Aghja Nova","CC"
"242100030","CC du Pays d'Arnay","CC"
"242100154","CC des Vallées de la Tille et de l'Ignon","CC"
"242100345","CC du Sinemurien","CC"
"242100410","CA Dijonnaise (COMADI)","CA"
"242100501","CC de l'Auxois Sud","CC"
"242100519","CC Val de Norge","CC"
"242101285","CC du Canton de Bligny sur Ouche","CC"
"242101301","CC du Canton de Vitteaux","CC"
"242101335","CC du Mirebellois","CC"
"242101343","CC de Liernais","CC"
"242101350","CC du Canton de Pontailler-sur-Saône","CC"
"242101376","CC Plaine des Tilles","CC"
"242101384","CC du Canton de Selongey","CC"
"242101392","CC de la Butte de Thil","CC"
"242101426","CC du Val de Vingeanne","CC"
"242101434","CC du Pays Châtillonnais","CC"
"242101442","CC de Saulieu","CC"
"242101459","CC du Pays d'Alésia et de la Seine","CC"
"242101467","CC de Gevrey-Chambertin","CC"
"242101475","CC du Pays de Nuits Saint Georges","CC"
"242101483","CC Auxonne Val de Saône","CC"
"242101491","CC du Montbardois","CC"
"242101509","CC Rives de Saône, CC Saint Jean de Losne Seurre","CC"
"242200517","CA Saint-Brieuc Agglomération Baie d'Armor (SBABA)","CA"
"242200533","CC Lamballe Communauté","CC"
"242200566","CC Guingamp Communauté","CC"
"242200574","CC Centre Armor Puissance 4","CC"
"242200582","CC Hardouinais Mené","CC"
"242200590","CC Pontrieux Communauté","CC"
"242200608","CC du Pays de Caulnes","CC"
"242200616","CC Quintin Communauté","CC"
"242200632","CC Arguenon Hunaudaye","CC"
"242200640","CC Lanvollon Plouha","CC"
"242200665","CC du Centre-Trégor","CC"
"242200673","CC du Pays de Duguesclin","CC"
"242200699","CC du Pays de Moncontour de Bretagne","CC"
"242200715","CC du Kreiz-Breizh (CCKB)","CC"
"242200723","CC de Bourbriac","CC"
"242200764","CC Le Leff Communauté","CC"
"242200780","CC Rance-Frémur","CC"
"242200848","CC Sud-Goëlo","CC"
"242200855","CC du Pays de Belle-Isle-en-Terre","CC"
"242214294","CC Paimpol Goëlo","CC"
"242214344","CC du Pays de Matignon","CC"
"242214393","CC du Pays de Bégard","CC"
"242214427","CC Côte de Penthièvre","CC"
"242214435","CC du Mené","CC"
"242214443","CC de la Presqu'île de Lézardrieux","CC"
"242214450","CC Callac Argoat","CC"
"242300101","CC du Pays Creuse - Thaurion - Gartempe","CC"
"242300127","CC Auzances Bellegarde","CC"
"242300135","CC du Pays Sostranien","CC"
"242303139","CC du Pays de Boussac","CC"
"242320000","CC de Bénévent Grand Bourg","CC"
"242320018","CC du Carrefour des Quatre Provinces","CC"
"242320034","CC Bourganeuf Royère de Vassivière","CC"
"242320067","CC du Haut Pays Marchois","CC"
"242320075","CC des Sources de la Creuse","CC"
"242320083","CC d'Evaux les Bains - Chambon sur Voueize","CC"
"242320091","CC de Chénérailles","CC"
"242320109","CC du Pays Dunois","CC"
"242400752","CC du Pays de Jumilhac le Grand","CC"
"242400935","CC du Pays de Saint Aulaye","CC"
"242401024","CC du Pays de Lanouaille","CC"
"242401065","CC du Pays Thibérien","CC"
"242401107","CC du Pays de Villamblard","CC"
"242401222","CC du Mussidanais en Périgord","CC"
"242401255","CC des Coteaux de Sigoules","CC"
"242401289","CC Causses et Rivières en Périgord","CC"
"242500320","CC du Canton de Montbenoît","CC"
"242500338","CC du Larmont","CC"
"242500361","CA du Grand Besançon","CA"
"242500379","CC Amancey-Loue-Lison","CC"
"242500619","CC des Isles du Doubs","CC"
"242500668","CC des Premiers Sapins","CC"
"242503886","CA du Pays de Montbéliard","CA"
"242504116","CC du Val de Morteau","CC"
"242504181","CC du Pays de Pierrefontaine - Vercel","CC"
"242504207","CC du Pays d'Ornans","CC"
"242504215","CC du Mont d'Or et des Deux Lacs","CC"
"242504280","CC du Pays de Rougemont","CC"
"242504330","CC du Canton de Quingey","CC"
"242504348","CC des Hauts du Doubs","CC"
"242504355","CC du Plateau de Russey","CC"
"242504363","CC de la Vallée du Rupt","CC"
"242504371","CC du Vallon de Sancey","CC"
"242504389","CC des Trois Cantons","CC"
"242504397","CC de Saint Hippolyte","CC"
"242504421","CC du Val Saint-Vitois","CC"
"242504439","CC de Vaite Aigremont","CC"
"242504447","CC du Pays Baumois","CC"
"242504462","CC des Balcons du Lomont","CC"
"242504470","CC Entre Dessoubre et Barbeche","CC"
"242504488","CC Altitude 800","CC"
"242504496","CC du Plateau de Frasne et du Val de Drugeon (CFD)","CC"
"242600252","CC du Val de Drôme","CC"
"242600492","CC le Pays de Dieulefit","CC"
"242600534","CC du Diois","CC"
"242600542","CC du Vercors","CC"
"242600567","CC du Pays de l'Herbasse","CC"
"242600575","CC du Pays du Buis les Baronnies","CC"
"242600583","CC le Pays du Royans","CC"
"242600591","CC du Val d'Eygues","CC"
"242600641","CC des Hautes Baronnies","CC"
"242600658","CC du Pays de Rémuzat","CC"
"242700276","CC du Pays de Conches","CC"
"242700284","CC de l'Andelle","CC"
"242700292","CC du Roumois nord","CC"
"242700318","CC du Canton de Beaumesnil","CC"
"242700326","CC du Canton de Bourgtheroulde-Infreville","CC"
"242700334","CC du Pays de Damville","CC"
"242700359","CC de Quillebeuf sur Seine","CC"
"242700367","CC de Pont-Audemer","CC"
"242700375","CC du Canton de Rugles","CC"
"242700383","CC d'Amfreville la Campagne","CC"
"242700417","CC du Canton de Lyons la Forêt","CC"
"242700425","CC du Canton de Thiberville","CC"
"242700433","CC du Canton de Cormeilles","CC"
"242700441","CC du Canton d'Etrépagny","CC"
"242700466","CC du Canton de Broglie","CC"
"242700474","CC Val de Risle","CC"
"242700490","CC du Pays de Verneuil sur Avre","CC"
"242700508","CC Intercom du Pays Brionnais","CC"
"242700516","CC Epte - Vexin - Seine","CC"
"242700524","CC du Vièvre-Lieuvin","CC"
"242700557","CC Rurales du Sud de l'Eure","CC"
"242700565","CC la Porte Normande","CC"
"242700573","CA Grand Evreux Agglomération","CA"
"242700581","CC de Bernay et des Environs","CC"
"242700599","CC du Canton de Beuzeville","CC"
"242700607","CC du Pays du Neubourg","CC"
"242700615","CC du Canton de Breteuil-sur-Iton","CC"
"242700623","CC Eure-Madrie-Seine","CC"
"242700631","CC des Andelys et de ses Environs","CC"
"242700649","CA des Portes de l'Eure","CA"
"242700656","CC Gisors Epte Lévrière","CC"
"242800290","CC de la Beauce d'Orgères","CC"
"242852309","CC de l'Orée du Perche","CC"
"242852416","CC du Val Drouette","CC"
"242852424","CC des Trois Rivières","CC"
"242852432","CC des Terrasses et Vallées de Maintenon","CC"
"242852465","CC du Bonnevalais","CC"
"242852473","CC du Pays de Combray","CC"
"242852481","CC du Pays Courvillois","CC"
"242852499","CC de la Beauce Vovéenne","CC"
"242852515","CC du Perche Senonchois","CC"
"242852531","CC de la Beauce Alnéloise","CC"
"242852549","CC des Portes du Perche","CC"
"242852564","CC du Perche Gouët","CC"
"242852572","CC des Quatre Vallées","CC"
"242852580","CC des Plaines et Vallées Dunoises","CC"
"242852598","CC du Dunois","CC"
"242852606","CC du Val de Voise","CC"
"242852614","CC de la Beauce de Janville","CC"
"242852630","CC du Perche Thironnais","CC"
"242900074","CC du Pays d'Iroise","CC"
"242900314","CU Brest Métropole Océane","CU"
"242900553","CC du Pays des Abers","CC"
"242900561","CC de Haute Cornouaille","CC"
"242900629","CC Cap Sizun - Pointe du Raz","CC"
"242900637","CC du Yeun Elez","CC"
"242900645","CC Douarnenez Communauté","CC"
"242900652","CC du Pays Glazik","CC"
"242900660","CC du Pays Fouesnantais","CC"
"242900694","CC du Pays de Quimperlé","CC"
"242900702","CC du Pays Bigouden Sud","CC"
"242900710","CC du Haut Pays Bigouden","CC"
"242900728","CA Quimper Communauté","CA"
"242900736","CC de la Baie du Kernic","CC"
"242900744","CC Poher communauté","CC"
"242900751","CC du Pays de Landivisiau","CC"
"242900769","CA Concarneau Cornouaille Agglomération","CA"
"242900777","CC du Pays Léonard","CC"
"242900785","CC des Monts d'Arrée","CC"
"242900793","CC Pays de Lesneven et Côte des Légendes","CC"
"242900801","CC du Pays de Landerneau-Daoulas","CC"
"242900827","CC de la Presqu'île de Crozon","CC"
"242900835","CA Morlaix Communauté","CA"
"242913309","CC de la Région de Pleyben","CC"
"242913317","CC de l'Aulne Maritime","CC"
"242913325","CC du Pays de Châteaulin et du Porzay","CC"
"243000270","CC du Pays Viganais","CC"
"243000296","CC du Pays de Sommières","CC"
"243000452","CC Vivre en Cévennes","CC"
"243000528","CC des Hautes Cévennes","CC"
"243000536","CC de la Côte du Rhône Gardoise","CC"
"243000551","CC du Pays Grand Combien","CC"
"243000569","CC Rhony, Vistre, Vidourle","CC"
"243000585","CC Beaucaire Terre d'Argence","CC"
"243000593","CC de Petite Camargue","CC"
"243000643","CA de Nîmes Métropole","CA"
"243000650","CC Terre de Camargue","CC"
"243000684","CC du Pont du Gard","CC"
"243000742","CC Leins Gardonnenque","CC"
"243100179","CC Coteaux du Lauragais Sud (CO.LAUR.SUD)","CC"
"243100377","CC du Canton de Saint-Martory","CC"
"243100518","CU Toulouse Métropole","CU"
"243100542","CC de la Vallée de l'Ariège","CC"
"243100567","CC Lauragais Revel Sorezois","CC"
"243100609","CC des Trois Vallées","CC"
"243100633","CA du Sicoval","CA"
"243100641","CC Nebouzan-Rivière-Verdun","CC"
"243100658","CC du Volvestre","CC"
"243100682","CC de Lèze Ariège Garonne","CC"
"243100690","CA du Muretain","CA"
"243100708","CC Axe Sud","CC"
"243100716","CC de Garonne - Louge","CC"
"243100724","CC du Haut Comminges","CC"
"243100732","CC des Coteaux du Girou","CC"
"243100765","CC du Canton d'Aurignac","CC"
"243100773","CC Val'Aïgo","CC"
"243100781","CC de la Save au Touch","CC"
"243100799","CC du Saint Gaudinois","CC"
"243100815","CC des Coteaux Bellevue","CC"
"243100849","CC du Canton de Saint Béat","CC"
"243100856","CC du Canton de Cadours","CC"
"243100864","CC de Save et Garonne","CC"
"243100872","CC Rurales des Coteaux du Savès et de l'Aussonnelle","CC"
"243100880","CC Coeur Lauragais","CC"
"243100898","CC du Savès","CC"
"243200300","CC Val de Gers","CC"
"243200391","CC de la Lomagne Gersoise","CC"
"243200409","CC du Bas Armagnac","CC"
"243200417","CC de la Tenarèze","CC"
"243200425","CC Coeur d'Astarac en Gascogne","CC"
"243200458","CC du Grand Armagnac","CC"
"243200508","CC Bastides et Vallons du Gers","CC"
"243200516","CC des Hautes Vallées","CC"
"243200540","CA du Grand Auch Agglomération","CA"
"243200565","CC Coeur de Gascogne","CC"
"243200599","CC du Saves","CC"
"243200607","CC Artagnan de Fezensac","CC"
"243300316","CU de Bordeaux","CU"
"243300563","CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS)","CA"
"243300738","CC de la Pointe du Médoc","CC"
"243300811","CC de l'Estuaire - Canton de Saint Ciers sur Gironde","CC"
"243300837","CC du Centre Médoc","CC"
"243300894","CC du Canton de Bourg","CC"
"243301124","CC du Sauveterrois","CC"
"243301165","CC Jalle-Eau-Bourde","CC"
"243301173","CC du Vallon de l'Artolie","CC"
"243301181","CC du Canton de Saint Savin","CC"
"243301215","CC du Créonnais","CC"
"243301223","CC du Cubzaguais","CC"
"243301249","CC du Secteur de Saint Loubes","CC"
"243301264","CC de Montesquieu","CC"
"243301298","CC du Canton de Targon","CC"
"243301322","CC du Sud-Libournais","CC"
"243301355","CC des Coteaux Bordelais","CC"
"243301371","CC du Pays Foyen","CC"
"243301389","CC Médullienne","CC"
"243301397","CC du Canton de Fronsac","CC"
"243301405","CC du Val de l'Eyre","CC"
"243301413","CC des Lacs Médocains","CC"
"243301421","CC Coeur du Médoc","CC"
